layer,nr,cvs,kappas,type
0,356,0.00000000*4.50000000,8.00000000e+00*8.00000000e+00,node
0,357,0.00000000*6.00000000,4.00000000e+00*4.00000000e+00,node
0,358,0.00000000*7.50000000,4.00000000e+00*4.00000000e+00,node
0,359,0.00000000*9.00000000,8.00000000e+00*8.00000000e+00,node
0,360,0.00000000*10.50000000,8.00000000e+00*8.00000000e+00,node
0,361,0.00000000*12.00000000,4.00000000e+00*4.00000000e+00,node
0,362,0.00000000*13.50000000,2.00000000e+00*2.00000000e+00,node
0,363,0.00000000*15.00000000,4.00000000e+00*4.00000000e+00,node
0,364,0.00000000*16.50000000,2.00000000e+00*2.00000000e+00,node
0,365,0.00000000*18.00000000,2.00000000e+00*2.00000000e+00,node
0,366,0.00000000*19.50000000,2.00000000e+00*2.00000000e+00,node
0,367,0.00000000*21.00000000,1.60000000e+01*1.60000000e+01,node
0,368,0.00000000*22.50000000,8.00000000e+00*8.00000000e+00,node
0,369,1.50000000*-21.00000000,4.00000000e+00*4.00000000e+00,node
0,370,1.50000000*-19.50000000,2.00000000e+00*2.00000000e+00,node
